Gene,logFC,logCPM,p value,FDR
ACPP,1.129309805,-0.112224169,0.000517775,0.000848844
ZNF771,-0.299423878,4.042026086,0.000520188,0.000852693
MCEE,0.355022433,3.481868412,0.00052161,0.000854919
DPYD,-0.776037136,0.87707543,0.000521861,0.000855224
ZNF112,0.479181932,2.304516426,0.000523506,0.000857813
SEMA3B,-0.740239653,1.336997574,0.000525531,0.000861025
RND3,-0.905819059,0.338194872,0.000525816,0.000861385
MIR646HG,1.062320035,-0.023069935,0.000525973,0.000861536
RAB33B,-0.295338666,4.461041051,0.000526574,0.000862414
ALKBH2,0.273171259,4.624762499,0.000528556,0.000865552
DNAJC3-AS1,-0.776558541,0.877282705,0.000529381,0.000866795
ASAH2B,0.992788167,0.266862188,0.000530139,0.00086793
PRDM16,-0.782857298,0.897167893,0.000530991,0.000869217
ZHX3,-0.268915843,4.681932357,0.000532314,0.000871275
SCNN1D,1.233531278,-0.293408969,0.000532598,0.000871631
SAMD11,1.137639444,-0.151937808,0.000533402,0.000872839
MOSPD3,0.450212817,2.652543246,0.000534965,0.000875288
EFCAB8,0.519852692,2.248481116,0.000537444,0.000879236
RAB11A,-0.214407946,7.650967717,0.000537739,0.000879609
CSF2RA,0.186442209,7.562017667,0.000542499,0.000887287
CYTH2,-0.254903143,5.242724212,0.000542858,0.000887765
ADAP2,0.376779688,3.649484713,0.000545672,0.000892256
MARCH7,-0.206001742,6.908141054,0.000549494,0.000898393
FBXW11,0.226292319,6.082188968,0.000550571,0.000900044
HPR,1.220375776,-0.249819545,0.000550859,0.000900403
ZNF236,0.243244242,4.993308144,0.00055234,0.000902713
ZNF595,0.334161705,3.715295627,0.000555855,0.000908346
AKTIP,0.23455643,5.389243585,0.000558586,0.000912696
SNRPB2,0.210130989,6.152937085,0.000559269,0.000913698
SYNGAP1,-0.685726494,1.27850453,0.000561425,0.000917107
IPO4,0.196606008,6.808560244,0.000562638,0.000918975
SNAP29,-0.240484697,5.635410913,0.000564232,0.000921466
LOC100287837,0.762953104,0.906385879,0.000564787,0.000922258
LOC101927027,0.822089058,0.721073212,0.000564919,0.000922359
VAV1,-0.338154163,3.873427728,0.000568011,0.000927293
ZNF740,0.400525395,3.18761215,0.000569414,0.000929469
COLGALT1,-0.192528542,7.664779874,0.000571201,0.000932271
KDELR1,-0.237648298,7.111458973,0.000571275,0.000932277
LOC100508631,-0.590296973,1.8301234,0.000579863,0.000946175
EPHA10,1.066964541,0.14074203,0.000580737,0.000947484
ALOX12P2,0.527221084,2.148143942,0.000581914,0.000949288
LIN28B-AS1,0.281597689,4.307133698,0.000587053,0.000957553
FLT4,0.238320074,5.89200011,0.000590223,0.000962604
RPS12,-0.186423978,9.286711761,0.000591164,0.00096402
ACAT2,0.318989838,3.743026782,0.000592751,0.00096649
SGSH,-0.349460305,3.359685643,0.000594037,0.000968468
KIF20B,-0.248288623,6.142478569,0.000594335,0.000968833
AHCYL2,0.274338513,4.326620448,0.00059449,0.000968967
STUB1,-0.292452773,4.659536087,0.000594808,0.000969365
P3H3,1.02541368,0.072015448,0.000596905,0.000972663
KCTD18,0.277218089,4.37857041,0.00059907,0.00097607
TCEANC,-0.870304087,0.732393381,0.000599568,0.000976761
TRAF3IP3,1.09904385,-0.086371181,0.000600156,0.0009776
SPATS2L,0.245776754,5.140368085,0.000601808,0.00098017
PANX3,-0.910422155,0.289155335,0.000606422,0.000987562
DMAC1,0.237591084,5.634557859,0.000607077,0.000988507
DDI2,-0.251207762,5.117108276,0.000610529,0.000994006
RPL26L1,0.280569773,4.17877045,0.000610719,0.000994193
ERO1A,-0.207413645,6.665276172,0.000613286,0.00099825
FBXW2,-0.219387159,5.947604535,0.000614311,0.000999795
TTPAL,0.272892324,4.446344857,0.000619516,0.001008142
RPA2,-0.232966611,5.998062502,0.000621904,0.001011904
MLH1,0.236784295,5.746407513,0.000625929,0.001018328
TST,0.301265557,4.387519962,0.00062758,0.001020889
RIDA,0.513028945,2.424649071,0.000629088,0.001023215
NEDD1,0.226972258,5.784942121,0.000630634,0.001025603
RBM42,-0.208326643,6.854589503,0.000632469,0.001028461
TMEM237,-0.282975136,4.311681405,0.000637441,0.00103642
SMPD2,0.279556384,4.973366914,0.000637873,0.001036994
ATP5PF,0.278290946,5.173916856,0.000638602,0.001038052
NT5DC1,0.25963454,4.828316012,0.000639727,0.001039753
RPS18,0.196582398,10.16863668,0.000641549,0.001042585
ASAH1,-0.220396601,6.291457728,0.000643943,0.001046348
DNAH10,-0.440677556,2.947861101,0.000647833,0.00105254
RTRAF,0.219041271,7.195312798,0.000648338,0.001053231
NAIF1,-0.274853367,4.839142536,0.000652353,0.001059567
ZNF16,0.415803807,2.804744568,0.000652399,0.001059567
NCOA5,-0.245705126,5.53645121,0.0006528,0.001060088
NFE2L2,-0.236807275,5.819648535,0.000654508,0.001062732
KIAA1109,-0.230926905,5.865699578,0.000654729,0.00106296
DRD4,0.647244297,1.56753074,0.000657658,0.001067584
SPAG5-AS1,-0.580492404,1.663819759,0.000660192,0.001071567
RNF7,-0.246495583,5.230096375,0.000661355,0.001073322
LOC105370792,-0.658269792,1.319833414,0.000663262,0.001076286
CCL5,-1.087234402,0.776782162,0.000667582,0.001083163
PFKM,0.267864937,5.076153759,0.00067027,0.001087392
LOC100507599,1.269222277,-0.322647952,0.000674413,0.001093978
PRKN,0.756123305,0.919486003,0.000676729,0.0010976
KTN1,-0.205066205,8.648177027,0.000681455,0.00110513
ATP5MC3,0.18908332,7.251824243,0.000686755,0.001113588
FN3KRP,-0.344506789,3.687889202,0.000687165,0.001114068
UBTD2,0.208658124,5.886159333,0.000687219,0.001114068
TTC31,-0.316867817,4.134764433,0.000690188,0.001118744
CCNYL1,0.228663028,5.686596997,0.000690644,0.001119279
LHX2,1.041113359,0.381017872,0.000690687,0.001119279
PLBD1-AS1,0.758408255,0.91878718,0.00069189,0.001121091
SSC4D,0.925092773,0.286533287,0.00069276,0.001122363
SIRT6,-0.273954027,4.607619915,0.000694843,0.0011256
PTPRK,0.19728866,6.392322095,0.000695465,0.001126469
PDSS1,0.314849228,3.743280423,0.000699016,0.001132083
IRAK1,-0.195708572,7.882058405,0.000699818,0.001133242
AP3B1,-0.183254972,7.326600143,0.000701091,0.001135165
LINC00623,0.812265721,0.645106199,0.000706049,0.001143054
TRMT12,-0.4442722,2.861953538,0.000706543,0.001143713
FAM86HP,0.83958595,0.515565802,0.000707139,0.001144538
URB2,-0.189866595,7.654346467,0.000714326,0.001156028
BMPR2,0.22217634,6.162732667,0.000714652,0.001156415
LOC101927550,0.730263798,1.030923402,0.00071875,0.001162904
RAB40B,0.519236704,2.325153487,0.000723765,0.001170874
KANSL2,-0.198361344,6.280052604,0.000726472,0.00117511
SHMT1,0.233675902,5.857715508,0.000729069,0.001179166
CCT3,-0.175037968,8.995295263,0.00073257,0.001184685
LINC01694,0.271972481,4.587772467,0.000732855,0.001185001
CA5B,0.713061368,0.932824041,0.000733219,0.001185444
BICDL2,0.408101749,3.114743019,0.000734825,0.001187896
LTBP4,0.302449933,4.540053472,0.000736175,0.001189932
NKIRAS2,-0.245222351,5.441250508,0.000737956,0.001192664
ZNF500,0.293789581,4.606074045,0.000739285,0.001194667
DCAF10,-0.225065714,5.406204842,0.000740151,0.00119592
MIF4GD,0.289625859,4.050788394,0.000741588,0.001198096
ATP6V1D,0.216213311,5.910784903,0.000746692,0.001206088
MPP5,0.244797218,5.726764414,0.000746717,0.001206088
ENTPD5,0.327987974,3.687509273,0.000747135,0.001206616
PCCB,0.204851932,5.969936383,0.000748157,0.001208118
MOCS3,0.259454763,4.588083816,0.000755981,0.001220604
JSRP1,0.556983614,2.512089488,0.000757265,0.001222528
LOC283683,1.209800353,-0.308343207,0.000768245,0.001240103
DPY19L3,-0.194957636,6.331380996,0.000769835,0.001242518
SMARCA1,0.255760973,4.910192161,0.000770173,0.001242912
GALE,0.250421447,4.914724188,0.000770597,0.001243444
ZNF70,0.67286023,1.922203381,0.000770795,0.001243612
C2orf69,-0.230162931,5.28793458,0.000774256,0.001249044
PRKDC,-0.178562345,8.027230483,0.000774644,0.001249517
MAPK6,0.198061891,6.991619893,0.000777627,0.001254177
MAPK13,0.358807738,3.385161199,0.000781615,0.001260454
LOC106660606,0.864735507,0.557427238,0.000783359,0.001263113
CDC25A,0.22183493,6.005774926,0.000784794,0.001265273
MAN1B1-AS1,0.904276622,0.363780556,0.000785532,0.001266307
POTEKP,0.406615448,2.843058813,0.000788215,0.001270478
ISCU,0.198508091,6.72738518,0.000792031,0.001276474
FAM8A1,-0.230728217,5.571818146,0.000796243,0.001283105
IQCK,0.584578098,1.588977365,0.000798055,0.001285869
SMUG1,0.261547534,4.908351094,0.00080118,0.001290747
LARP4,-0.203503188,6.627195333,0.000803751,0.001294731
MYO6,-0.243663324,5.624523982,0.000813847,0.001310835
LIMCH1,-0.685908095,1.069185115,0.000816968,0.001315701
LOC100505918,0.970471658,0.530862627,0.000817096,0.001315748
RPS9,-0.193171983,8.671785379,0.000819875,0.001320061
SCG5,-1.047399582,-0.05880815,0.000821701,0.00132284
GNAI1,-0.211050212,6.096368817,0.000823018,0.001324799
MCM2,-0.18505825,8.253218994,0.000826397,0.001330077
LPXN,0.596268773,1.519344147,0.000826952,0.001330808
PSD3,0.699609104,1.128646808,0.00082728,0.001331174
TFEB,-0.197936205,6.479644634,0.000827435,0.001331262
ERMP1,0.199744911,6.13294933,0.000828163,0.001332271
SFT2D3,-0.246185659,5.078226646,0.000829567,0.001334367
CYP8B1,-0.68114403,1.274861473,0.000831197,0.001336826
FKBP11,0.714641976,1.071856815,0.000836125,0.001344588
NCF2,0.964865738,0.215194682,0.00083754,0.001346701
TNNC2,-1.032466171,-0.033298424,0.000839205,0.001349214
POU3F2,1.066971311,0.060743972,0.00084055,0.001351213
TM7SF2,-0.288827557,4.111074522,0.000840994,0.001351762
EPHX1,-0.319582884,4.25954877,0.000842503,0.001354023
SHKBP1,-0.228903453,5.70811292,0.000845721,0.001359029
RRP1B,0.206903371,5.943962052,0.000848384,0.001363144
LINC00467,0.325114902,3.69515993,0.000849792,0.00136524
GGCT,0.218524345,6.083783664,0.000853614,0.001371213
MAGOH,-0.257185473,5.206880611,0.000855539,0.001374138
NT5C2,-0.229980956,5.320271702,0.00085574,0.001374294
DPY19L1P1,0.777290556,0.713392848,0.000856988,0.001376132
RNF165,0.408901447,2.972616684,0.000858028,0.001377635
SORBS3,0.396778906,3.08181156,0.000858315,0.001377929
DDX55,-0.224628597,5.33113655,0.000858559,0.001378153
CBR4,0.390883203,2.837479586,0.000863913,0.001386579
HOXB3,1.235717907,-0.466977143,0.000864436,0.00138725
SF3A2,0.246979152,5.916672736,0.000867858,0.001392573
PIGZ,0.943816781,0.295700201,0.000868796,0.001393909
ZC3HC1,0.263876334,4.363212379,0.000871479,0.001397896
LETMD1,0.273384238,4.212212933,0.000871493,0.001397896
CDR2,-0.226837071,5.394465927,0.000872392,0.001399169
ALG11,-0.302089135,3.878367829,0.000876697,0.001405903
GKAP1,0.510833697,2.268250462,0.000879338,0.001409967
ZNF764,0.349858038,3.471020584,0.000880879,0.001412267
ZNF35,0.534727606,1.976860536,0.000885259,0.001419117
AK3,-0.359712225,3.202962811,0.000886463,0.001420875
MTRR,-0.203067929,5.987502001,0.000888903,0.001424614
UBE2Q1,-0.185150014,6.836844576,0.000890101,0.001426361
PPM1A,-0.2128267,6.290129354,0.000893321,0.001431347
SUZ12P1,0.360027562,3.195096294,0.000894222,0.001432618
PI4K2B,0.249493278,5.927559373,0.000895109,0.001433864
FAM86C1,0.986419011,0.193875566,0.000895506,0.001434328
MYPOP,-0.37839718,3.175730889,0.000896161,0.001435202
FERMT3,0.789258784,0.675759224,0.000903686,0.001447079
TNFSF9,1.153438767,-0.137555269,0.000905524,0.001449846
ARHGAP6,0.797616051,0.834765007,0.000908183,0.001453928
TRAF2,-0.222890754,5.876052178,0.00091023,0.001457009
TAMM41,0.347404466,3.338376757,0.000910328,0.001457009
DNAJC4,0.371927124,3.294879024,0.000910594,0.001457259
KANK2,0.264250098,4.734491977,0.000918563,0.001469834
CHPT1,0.233924825,5.409843907,0.000923552,0.001477639
PLEKHH1,-0.264279809,5.098180835,0.000923864,0.001477959
PMS2P3,0.56833525,1.723276257,0.000926538,0.001482058
AGPS,0.194987933,6.516321521,0.000931019,0.001489045
TICRR,-0.229883371,5.73935173,0.000941369,0.001505416
TCAIM,0.263791123,4.590014684,0.000941495,0.001505436
HINFP,-0.270927953,4.335300279,0.00094219,0.001506365
HEATR4,0.924066821,0.315528402,0.000944135,0.001509293
UBL5,0.233400957,5.393717368,0.000951883,0.001521494
EXOSC7,0.246320456,5.121559259,0.000953389,0.001523718
DYRK4,0.304931472,3.825953611,0.000954608,0.001525482
RAB7B,0.974961334,0.150845244,0.000955258,0.001526337
PECR,0.505724833,2.002749406,0.000956276,0.001527779
SPHK2,0.238241004,5.657358382,0.000958427,0.00153103
HAUS8,0.212339638,5.691273873,0.0009608,0.001534635
DHRS12,0.410697306,3.021949826,0.000966636,0.001543771
LINC01037,0.529413977,1.918814358,0.000971071,0.001550666
PIAS3,-0.331123558,3.585020146,0.000971275,0.001550804
BAD,-0.250748876,4.797198612,0.000972286,0.001552231
LOC100133091,0.537803906,1.95073767,0.000972718,0.001552734
COPS4,-0.237475572,5.23283543,0.000974915,0.001556053
ZPR1,-0.221652767,5.691847397,0.000975216,0.001556346
TNFRSF14,1.463976937,-0.663673013,0.000976252,0.001557811
ZNF551,-0.236579716,5.241557453,0.000976506,0.001558029
PRKAB1,0.284830293,3.978228067,0.000977948,0.001560142
HKDC1,0.743056512,0.893543381,0.000978624,0.001561032
UGDH-AS1,0.399537936,2.74980907,0.000979124,0.001561601
NFAT5,0.229646303,6.278549197,0.000979217,0.001561601
FAM114A2,-0.25709701,4.75545964,0.000979859,0.001562437
FAM213B,0.594842237,1.815626026,0.000980102,0.001562636
LINC02001,-0.387651974,2.953471394,0.000981308,0.00156437
FPGS,0.20620192,6.226012622,0.000981524,0.001564526
LINC02220,-0.682704995,1.856145891,0.000981656,0.001564548
ZFYVE21,0.246499534,4.671078776,0.000985808,0.001570976
SDCCAG8,0.238333644,4.973822145,0.000991069,0.00157917
PDXP,0.278624257,4.524364245,0.000994997,0.001585237
NSFL1C,-0.212044513,5.826365133,0.000997508,0.001589047
ZNF337-AS1,0.584994931,1.752265288,0.001000232,0.001593194
TWISTNB,0.252290433,5.026004481,0.001000615,0.001593612
TIMM13,0.240357599,5.965911956,0.001002837,0.001596958
ARHGAP27,-0.216904917,6.245810751,0.001004837,0.001599951
GRIPAP1,-0.235079166,5.048506566,0.001005516,0.001600839
CEP57,0.215826808,5.620337867,0.001008272,0.001605034
TCEANC2,0.313130891,3.698982318,0.001014088,0.001614098
FRG1BP,0.30970081,3.940863194,0.001016442,0.001617651
SCAMP2,-0.191980549,6.874091924,0.001020538,0.001623973
LOC101927196,1.173798671,-0.278645564,0.001029026,0.001637284
EIF3J-AS1,0.457329035,2.234626115,0.001038317,0.001651867
GMIP,0.284588061,4.283425949,0.00104477,0.001661935
MKLN1,-0.211952244,5.719387327,0.001050313,0.001670551
ANKS1B,0.5255526,2.023641922,0.001050904,0.00167129
TMX1,0.21340911,6.873242172,0.001051334,0.001671773
SEC22A,-0.263752408,4.337846267,0.001052112,0.001672809
ERP29,0.176013528,7.402736677,0.001052577,0.001673347
LSM14A,0.198343619,7.417626016,0.001052847,0.001673575
GEMIN2,0.37097703,3.101862362,0.001053108,0.001673789
PLIN5,0.655831851,1.761953704,0.001054226,0.001675364
POLA1,-0.221011438,5.307355026,0.001063838,0.001690251
SLC2A2,1.044987345,-0.035956449,0.001063849,0.001690251
C19orf44,0.489404518,2.653157816,0.001069391,0.001698852
SFXN1,-0.179515414,7.15007091,0.001072174,0.001703069
ZDHHC8,0.343320493,4.030180983,0.001075937,0.001708842
SRPK3,0.719942349,1.139071311,0.001076445,0.001709443
TLCD2,-0.723486697,1.004258158,0.00107882,0.001713008
RBM4B,-0.329165748,3.553921765,0.001079946,0.00171459
TCEAL9,0.214433568,6.394443122,0.001085584,0.001723336
ZNF653,-0.348160529,3.254936106,0.001095902,0.001739506
ACTG1,0.174106228,11.09550301,0.001096667,0.001740511
MED29,-0.230730091,5.038853385,0.00109893,0.001743893
PSMD12,-0.225303821,5.826187666,0.001102473,0.001749307
EPM2AIP1,0.349742537,3.228796452,0.001104575,0.001752431
ZNF665,0.430703234,2.524747665,0.001105146,0.001753127
WNT10A,0.765763292,0.705740642,0.001109314,0.001759528
MARCH6,-0.182001873,7.439649766,0.001112003,0.001763582
PFKFB3,0.250897842,4.658825316,0.0011134,0.001765586
LOC100507564,-1.027499922,-0.071378835,0.001114206,0.001766652
CHID1,-0.200906619,6.246778842,0.001122566,0.001779694
EIF2S2,-0.202811387,6.867091389,0.001125526,0.001784174
IKZF5,-0.408806736,2.913359412,0.00112809,0.001788023
TMEM240,0.969776872,0.037338287,0.001129851,0.0017906
GTPBP8,0.338453501,3.330715301,0.00113396,0.001796897
SLC1A1,0.64797209,1.094283344,0.001134884,0.001798146
ZNF204P,0.57813321,1.70201562,0.001136618,0.001800677
DEPDC4,0.512731344,1.883057619,0.001139257,0.001804641
ZNF271P,0.346707285,3.771429444,0.001141704,0.001808301
VIRMA,-0.215418732,5.432757516,0.001146691,0.001815983
CDIPT-AS1,1.064642084,-0.151740565,0.001154306,0.001827824
ALDOC,0.466694697,2.25570013,0.001158272,0.001833884
TBC1D12,0.248007373,4.982744236,0.001159678,0.00183589
RASGEF1A,0.360465045,2.987482059,0.001163468,0.00184167
MDM2,-0.171639561,9.112088496,0.001167969,0.001848574
KIF3C,0.245070527,5.266950246,0.001176298,0.001861534
RBM12B,0.249166287,4.554120563,0.001177738,0.00186359
EBLN3P,-0.222673086,5.223019169,0.001179626,0.001866354
SHROOM1,0.333067416,4.015133577,0.001186472,0.001876961
CEP164,0.367771984,3.174219136,0.001186954,0.001877357
SDHAP2,0.349887426,3.152193541,0.001187006,0.001877357
UFSP1,0.573761575,1.784493696,0.001188717,0.001879838
CBWD2,0.319811179,3.621221338,0.001189732,0.001881219
ASIC1,0.432220426,2.685613806,0.001193011,0.001886177
TTC30A,0.477427471,2.316202752,0.0011982,0.001894156
FOXRED2,-0.219041284,5.599917464,0.001203932,0.001902989
DAXX,-0.192736128,6.167292187,0.001206619,0.001907008
LIX1L-AS1,0.987719501,0.162475618,0.001211772,0.001914924
NEK4,0.208722989,5.859708244,0.00122872,0.001941475
SNX10,0.274442965,4.332324319,0.001229972,0.001943221
PPP1R7,-0.199967212,5.996857868,0.001230246,0.001943422
ATP6V1C1,-0.248688836,4.931248798,0.001232738,0.001947126
IFI30,-0.171340204,7.648835723,0.001233556,0.001948185
CAMKK1,-0.862489535,0.412516691,0.001236724,0.001952955
SYTL3,-0.601023791,1.503654295,0.001242919,0.001962503
PRR25,0.722382208,1.128475568,0.00124689,0.001968539
PARN,0.233307196,5.200353683,0.001252973,0.001977906
ASL,0.244668811,5.05482333,0.001260722,0.001989901
HOXB13,0.791632436,0.846922928,0.001263124,0.001993455
USP10,-0.187171041,7.118236702,0.001269074,0.002002606
MLXIP,-0.344696358,3.503750271,0.001273484,0.002009325
KLHL22,0.27273274,4.214336163,0.001277223,0.002014985
PPIF,0.207003319,5.931643489,0.001277863,0.002015753
CHST7,-0.940813378,0.108628443,0.001285446,0.002027474
PRIMPOL,0.378030181,3.221235936,0.001286039,0.002028167
CFAP53,-0.656570486,1.171664662,0.001286517,0.002028679
PRR14,-0.375083874,3.292502042,0.001293528,0.002039492
LOC101927151,0.326540649,3.64587727,0.001303672,0.00205524
RALBP1,-0.213972958,5.753778102,0.001306423,0.002059332
FAM118B,-0.273036716,4.221142821,0.001308716,0.002062701
DNAJC24,-0.298731143,4.016491518,0.001322492,0.002084166
SFRP1,-0.172033675,8.573952225,0.001325815,0.002089154
KBTBD4,-0.359686935,3.303419816,0.00132601,0.002089212
AXDND1,1.015128341,-0.010153481,0.001327269,0.002090947
LOC100287896,0.623544724,2.102168621,0.001330072,0.002095112
ORC3,0.223560054,5.737334974,0.001342681,0.002114722
CARD8-AS1,1.072158939,-0.192623177,0.001347376,0.002121864
SPATA5,0.228739934,5.256205614,0.001347674,0.002122081
MAP1B,0.541827628,1.708863427,0.001352274,0.002129071
MAL2,-0.267073984,4.254999001,0.001359405,0.002140044
ARPC3,0.196507986,6.377623664,0.001359742,0.00214032
RAN,-0.16601485,8.105036627,0.001363893,0.002146598
ODF3L2,0.774434824,0.66891616,0.001367946,0.002152722
WRAP53,-0.263337048,4.39803561,0.001370871,0.002157068
AP1M1,-0.229653596,5.436392822,0.001376762,0.00216608
GLDC,0.165334004,9.027655617,0.001384236,0.002177579
USP48,-0.20883688,5.637527632,0.0013883,0.002183713
LARGE1,-0.25378573,4.704553621,0.001396731,0.002196714
NBPF12,0.408897954,2.567441631,0.001406451,0.002211737
RCN3,0.296294725,3.93789856,0.001406784,0.002211997
C1orf122,0.228985725,5.952682274,0.001415657,0.002225686
C8orf76,-0.87231982,0.29002337,0.001418185,0.002229394
CATSPER1,1.114080742,-0.263734961,0.001418385,0.002229444
FBF1,0.303978999,4.325058755,0.001437952,0.002259932
KCNC4,0.485916121,2.009918924,0.001438606,0.002260691
LOC101927895,0.614545889,1.622005028,0.001439959,0.002262549
CFAP97,0.241901783,5.201530368,0.001450443,0.002278751
ZNF79,0.235911018,4.783761186,0.001453506,0.002283291
SERAC1,-0.283555333,3.864933404,0.001454719,0.002284926
OCLN,0.271088641,4.249931223,0.001455605,0.002286046
RNF31,0.181336225,7.044912951,0.001456198,0.002286706
RASA2,-0.233000923,5.039827503,0.001456963,0.002287636
MRPL51,-0.184759046,6.78320106,0.001461983,0.002295246
MCTP1,0.668376065,0.957544255,0.00146327,0.002296994
CUEDC1,0.613499649,1.871042201,0.001470321,0.002307789
API5,-0.191680855,6.423238477,0.001470725,0.002308148
KBTBD2,0.257930311,4.828996556,0.001477279,0.00231816
PTPMT1,-0.300076357,3.828209534,0.001481835,0.002325032
